,sentiment,text
272,0,this rough sleepers and drug users not getting coronavirus advice
273,0,bbc news coronavirus germany tightens curbs and bans meetings of more than two
274,0,took 3 months for trump to deal with the threat seriously to the point of calling it war i feel that causes more fear than calling it pandemic i guess i was expecting too much from someone who still calls it the chinese virus call it by it is name coronavirus or corvid 19
275,1,xx samosa chole anaar xx love chaats the khatta meetha effect is unbelievable lipsmackingly delicious i thought due to covid19 can never binge on chaats anymore but i was wrong …
276,0,"""what ” are they afraid of the coronavirus ""0h i see why trump created the coronavirus"
277,0,this is a work of backend algorithm and a problem of misclassification by the ai model programmed an algorithm to delete everything about coronavirus (keywords glitch ) or simply facebook hacked in one way or another twitter com/eumaffchys
278,0,you all are scared to go out bc the corona virus but will intentionally lick the hole someone shits from interesting
279,0,again a commie doing pr kerala is the epicentre of corona virus situation in india they are the reason for the spread they have done piss poor job
280,0,it appears migrants problems are overlooked by bjp modi shah not concerned about migrants bjp is government for the rich let poor go to hell bbc news coronavirus outbreak reporter's gift of shoes to migrant goes viral
281,0,this corona virus is making swine flu ebola sars an pneumonia look like a bitch (excuse my french)
282,0,no shit it is called corona not cornhole virus if it gets that bad i have plenty of mismatched socks and old t shirts i would hate to see what the idiots would do if something actually bad happened
283,1,it is really appreciative we proud on corona worrier
284,1,सोचा lockdown हैं तो घर बैठे बैठे photography किया जाए touch & see complete pic pic dedicated to sir & dr sir sir for working tirelessly to save lives in ur 1 rt can encourage me to click more pic twitter com/zlban70v8f
285,0,ask why and how gave permission to kill indian citizens as bio terrorists corona suiciders
286,0,to the sumn bitch n atlanta with that coronavirus let my grandma n aunt get it i comin to fuck some shit up with extreme prejudice
287,0,it is wuhan corona virus or china fever
288,0,hindu group in india consumes cow urine to ward off coronavirus
289,0,this coronavirus shit getting krazy damn kd
290,1,in india people have their own faith everyone wants it to end as soon as possible so relax n by the way some people were using gau mutra and havan to remove the corona smiling_face_with_smiling_eyes
291,0,tati and donna kissing is like watching the corona virus and ebola mutate it was so gross
292,0,footage reveals florida beaches packed despite coronavirus threat
293,1,covid19 sticker sign pack protect yourself & community red_heart be smart stand apart …
